gap_between_6star,LimitedBanner(6+0),SpecialBanner(6),SpecialBanner(1),LimitedBanner(1+0),StandardBanner(1+0)
32,498,713,27,55,51
38,485,630,56,51,84
16,477,383,22,106,16
59,739,659,1,25,28
33,562,236,138,249,66
54,820,421,3,72,34
13,589,349,11,65,62
2,369,294,35,53,61
45,982,616,54,66,70
57,300,464,3,20,21
3,203,447,63,58,24
14,521,404,123,126,48
10,424,452,23,113,38
48,288,690,104,46,55
14,293,513,16,158,75
23,509,234,36,23,5
12,443,393,26,138,165
37,738,538,3,6,32
1,706,484,113,56,59
39,484,343,6,75,26
1,654,256,55,38,16
60,664,553,53,130,25
63,759,197,42,265,68
59,762,441,13,140,88
55,975,478,23,95,16
59,749,528,47,74,34
44,258,498,58,90,4
65,369,843,14,59,98
2,318,266,96,98,128
7,1038,196,27,16,16
10,585,306,60,300,51
8,495,514,55,263,51
62,536,555,26,24,109
8,789,316,28,30,58
1,414,517,105,4,77
62,300,517,38,62,78
60,821,527,49,122,54
31,630,228,168,85,118
61,721,313,65,277,340
25,601,405,193,129,27
43,288,280,67,10,10
22,690,385,78,59,56
11,384,306,37,55,55
25,510,369,29,74,2
59,444,421,92,182,126
29,587,402,49,212,11
51,581,368,54,547,13
63,873,345,56,49,14
14,513,556,62,282,53
2,849,363,178,126,53
55,585,266,131,47,18
59,803,495,52,43,53
17,518,351,32,37,60
40,710,548,159,79,57
52,329,215,35,7,26
58,955,543,10,61,22
24,697,491,4,227,8
51,838,347,122,268,61
3,872,168,63,198,18
60,430,377,29,15,107
55,432,290,28,161,26
5,454,298,57,86,95
19,1369,326,96,423,88
1,506,287,100,199,55
22,455,670,1,24,7
15,1057,420,58,85,94
21,751,498,8,30,32
13,517,458,10,83,67
6,647,308,56,181,65
28,451,459,58,208,75
52,762,363,29,14,235
28,423,437,53,60,29
64,578,645,88,76,33
5,649,591,40,29,28
36,598,364,26,72,7
54,625,317,6,16,57
58,723,387,6,96,77
40,778,267,8,51,177
24,384,353,38,116,118
13,630,720,70,61,177
57,487,532,62,58,219
29,500,338,67,39,4
63,292,345,113,54,151
59,866,423,13,2,9
54,470,360,8,35,189
57,554,548,113,114,103
1,254,324,3,12,180
37,1018,363,34,20,17
30,399,389,15,64,42
4,965,516,145,79,26
13,556,176,63,163,20
15,491,270,107,46,112
16,696,281,51,1,178
24,415,255,114,15,75
13,835,800,63,252,74
66,457,523,44,257,86
63,398,542,56,179,3
29,372,453,33,111,227
30,804,587,74,296,9
47,855,295,6,23,44
20,552,259,27,118,314
3,383,576,4,42,34
17,422,225,55,81,13
10,561,535,24,57,86
4,497,490,71,140,138
53,541,250,29,54,66
43,429,257,101,52,44
45,436,219,36,53,51
63,709,624,70,28,44
58,485,390,31,109,59
60,340,287,135,113,217
11,769,403,69,182,45
19,638,315,77,323,96
55,595,453,8,77,11
56,893,329,56,10,64
62,575,391,53,7,62
3,517,305,53,48,167
57,300,547,24,8,6
20,483,225,57,281,52
54,685,490,141,235,15
1,847,373,70,159,57
4,362,257,110,173,61
62,633,216,28,64,170
31,795,507,18,71,63
9,341,453,110,98,40
64,516,443,17,26,26
59,772,431,85,64,73
46,526,366,60,74,55
15,476,166,6,70,42
61,402,409,60,24,28
1,501,396,81,25,172
48,498,534,45,34,6
21,558,430,80,59,63
43,709,579,19,164,230
54,511,349,55,89,191
55,393,208,8,122,59
8,692,422,142,21,20
57,1128,428,159,74,18
16,259,486,63,108,2
17,576,255,57,30,266
1,532,323,31,153,17
67,536,415,82,148,5
8,361,393,14,63,64
47,426,430,89,192,9
52,896,512,87,35,67
3,1002,504,33,30,4
51,663,409,17,123,170
20,462,556,10,54,121
58,585,366,51,77,22
13,682,109,51,96,48
24,725,496,71,231,108
59,284,380,43,150,47
23,525,197,204,93,26
61,532,487,83,18,97
19,481,290,26,6,66
14,502,223,59,112,49
1,681,645,6,15,53
25,276,477,106,119,55
61,750,207,62,146,54
54,432,370,185,223,50
21,836,485,1,94,91
2,540,280,166,93,56
53,504,496,192,83,33
17,785,265,52,52,51
1,511,358,47,90,114
27,683,472,46,32,23
12,382,709,78,82,21
56,979,470,15,45,51
15,629,423,108,91,115
16,429,524,15,76,20
64,583,298,66,30,181
15,723,746,10,20,48
58,514,256,25,97,97
56,399,362,90,296,80
12,664,367,24,55,39
55,563,369,35,16,102
52,628,485,55,170,197
59,619,538,40,92,18
60,571,488,58,36,16
57,687,288,165,53,4
29,527,728,11,207,9
64,476,429,14,43,62
6,442,667,42,38,56
47,1034,351,55,48,102
7,691,435,3,48,6
4,465,285,127,231,44
54,694,396,54,60,115
16,794,356,9,55,62
65,437,293,74,89,47
40,441,454,57,64,51
57,524,427,85,110,154
62,631,266,89,66,236
56,551,144,31,256,36
20,704,439,191,5,19
55,427,218,9,142,27
17,442,389,115,62,86
11,811,495,10,241,54
55,490,306,56,54,35
1,630,405,167,120,117
12,265,279,99,38,49
6,720,273,15,312,14
19,317,230,4,61,34
27,632,290,73,65,43
11,678,569,41,186,15
19,849,241,54,39,104
45,501,616,18,135,83
37,406,304,178,150,141
3,1003,254,93,181,44
1,868,392,41,59,2
14,790,204,106,326,57
25,350,578,125,176,5
5,490,295,62,119,33
24,525,247,49,6,4
59,741,480,63,45,66
54,747,673,87,202,64
18,714,393,53,5,16
36,1016,368,92,10,9
60,579,271,85,108,53
60,662,483,156,62,37
64,663,396,57,10,184
55,939,199,23,7,86
51,784,552,105,321,36
7,529,437,4,159,184
34,632,442,5,20,64
6,414,369,45,10,82
1,544,468,55,86,57
27,704,331,1,2,87
33,563,281,126,293,54
13,387,519,19,51,55
30,986,386,84,336,10
33,563,455,111,65,87
8,429,619,37,34,111
47,491,263,4,22,19
24,862,329,58,269,60
18,565,418,32,115,16
3,375,286,48,45,49
25,577,389,54,7,77
53,542,437,60,68,13
8,674,488,33,80,48
34,569,349,109,31,62
51,662,279,19,75,54
49,422,447,12,78,88
4,201,334,57,171,35
1,414,174,119,59,60
52,537,577,33,67,8
12,540,364,3,2,59
11,802,448,57,59,135
60,694,480,51,111,280
6,591,680,5,12,44
28,487,460,74,32,60
10,486,432,22,10,9
51,869,590,200,52,151
13,664,271,54,68,125
36,377,903,57,89,80
58,943,538,58,63,9
56,569,428,104,79,37
57,321,338,11,66,120
11,1056,359,7,4,143
61,267,425,155,284,35
28,492,505,36,54,36
25,320,555,79,12,99
56,1243,500,28,131,26
14,602,353,141,53,91
61,404,381,51,187,26
13,669,374,84,72,15
19,500,332,16,41,40
40,268,377,28,3,68
32,240,402,66,70,34
59,816,391,34,42,104
52,453,407,62,1,244
7,1113,186,61,33,59
67,486,259,70,49,37
56,561,422,21,84,112
40,615,232,24,138,47
59,850,521,48,52,79
4,453,513,38,105,22
39,540,457,55,63,117
9,395,574,75,13,50
37,343,220,5,18,157
16,305,236,160,218,110
55,685,476,6,58,69
33,613,473,32,25,59
4,838,163,59,113,59
65,313,353,26,239,31
64,484,485,16,34,102
57,608,617,25,57,87
58,361,450,68,67,9
3,386,615,88,3,62
57,169,670,16,116,302
54,300,329,34,391,58
2,352,523,4,21,115
5,877,461,98,11,114
61,393,245,128,67,53
29,377,387,16,57,56
14,568,261,51,57,60
56,455,375,51,56,22
57,578,145,109,62,4
23,662,448,58,60,328
30,842,371,77,233,13
12,717,338,78,29,54
28,807,222,54,398,4
2,488,381,118,85,108
28,696,403,169,174,46
55,897,443,172,51,25
21,554,340,27,53,38
6,585,333,10,53,57
30,434,186,56,127,36
54,587,371,55,43,115
23,787,386,2,72,66
37,404,241,126,147,47
1,814,431,11,312,57
43,528,293,13,35,29
62,851,345,14,7,63
31,621,231,53,44,29
22,417,555,53,54,19
2,421,467,18,254,216
60,419,334,53,12,69
51,536,285,60,53,119
27,463,448,57,13,97
25,371,237,26,121,75
3,863,435,22,67,8
39,391,389,8,143,175
24,679,491,61,5,131
29,1078,536,18,71,57
15,395,469,107,113,58
32,502,382,26,61,5
1,711,285,95,15,278
60,500,234,88,47,69
29,523,422,55,61,141
62,659,265,7,13,102
8,718,743,94,172,21
55,555,290,32,79,13
5,489,183,67,18,106
20,771,586,65,281,19
59,707,306,75,353,208
14,442,326,162,168,133
11,548,525,74,80,218
37,621,316,29,32,2
14,876,436,33,9,156
16,798,409,28,78,44
45,783,419,7,72,53
59,571,360,57,13,12
62,643,210,77,74,52
4,559,235,161,19,23
20,699,176,17,165,126
62,434,242,118,66,6
57,851,490,177,405,19
7,670,174,1,29,56
54,499,495,198,105,11
50,567,562,21,112,26
3,598,234,4,113,6
61,507,678,151,169,110
30,732,491,10,124,160
52,419,402,162,72,138
15,841,275,28,52,20
19,627,214,103,67,61
45,502,589,180,59,1
53,517,319,18,30,33
24,685,383,42,81,54
58,314,265,26,36,58
3,673,243,20,5,3
52,309,248,112,113,12
6,346,618,178,68,19
6,717,473,76,56,38
17,778,441,74,56,2
59,768,246,86,290,139
42,1003,521,3,23,58
61,300,399,162,46,24
36,642,437,66,157,55
3,444,308,9,217,10
36,501,344,44,70,69
56,359,504,175,276,2
42,821,384,140,112,38
7,763,251,33,55,100
44,631,451,13,219,55
66,488,229,86,6,59
22,878,439,138,70,77
60,718,405,66,214,4
21,660,277,44,533,246
4,581,334,51,34,111
62,374,404,44,73,55
4,667,392,59,147,30
44,745,474,161,120,60
45,663,484,57,123,279
27,617,187,45,9,84
48,303,327,96,183,94
61,437,330,11,157,19
16,307,318,64,103,20
46,615,331,62,201,11
7,453,254,167,66,6
54,727,297,7,107,5
60,1269,397,52,5,66
26,781,239,15,286,105
29,454,460,57,203,122
56,427,396,61,297,58
15,614,346,170,58,67
4,414,514,64,177,3
2,506,294,40,72,71
59,840,426,26,142,125
46,802,419,73,8,58
14,303,473,55,42,80
40,664,485,42,125,63
64,879,299,28,12,11
16,241,367,172,161,59
14,598,477,7,7,57
37,633,562,63,199,1
46,360,476,211,191,21
33,724,233,20,61,71
12,473,494,154,45,27
63,976,567,38,6,27
9,1149,457,59,72,140
57,619,272,20,84,67
53,389,492,18,63,121
62,664,547,2,133,34
63,411,441,156,31,55
59,233,547,111,114,133
55,320,630,17,251,21
63,635,314,5,236,53
27,641,378,64,56,12
3,657,378,9,207,84
62,697,330,67,64,56
45,428,486,4,98,52
49,361,595,170,158,25
36,612,689,110,101,6
22,395,355,34,191,31
12,531,418,48,146,11
18,674,392,108,287,7
56,228,334,47,138,60
46,694,282,26,20,17
33,646,290,97,99,4
23,944,337,66,91,46
54,483,350,49,81,62
58,587,424,53,163,74
54,439,409,55,8,118
19,495,472,54,144,22
23,251,242,50,61,51
9,604,462,91,42,37
1,334,397,56,19,3
20,373,191,33,201,44
2,596,464,51,45,87
49,647,335,114,61,16
56,447,556,23,181,157
60,353,493,21,69,81
10,642,359,51,27,37
66,808,622,115,56,62
52,356,297,20,96,76
15,561,572,181,67,55
59,646,448,49,26,92
4,268,525,97,55,322
26,660,202,80,59,11
17,450,354,39,29,53
62,438,366,102,208,28
40,1012,545,191,128,55
26,545,260,7,168,71
38,665,559,18,84,120
10,948,547,16,65,23
13,690,399,4,81,110
2,597,257,9,13,92
63,390,362,62,49,180
12,453,337,56,54,73
65,534,589,102,8,93
61,491,265,6,73,56
51,459,254,44,183,4
59,565,380,115,114,229
59,482,274,62,91,75
9,585,530,47,102,179
50,416,565,51,52,58
25,546,337,154,9,346
18,774,354,167,26,47
56,599,281,55,295,26
25,585,497,16,108,69
38,809,469,36,55,57
68,588,447,19,68,52
58,601,621,27,52,24
54,757,542,86,77,88
40,1077,374,54,16,2
58,553,246,35,3,46
17,250,442,117,229,69
57,218,366,49,5,41
36,336,329,14,44,6
62,403,376,34,351,81
13,176,287,43,16,106
42,563,303,15,66,30
13,693,294,104,30,112
32,414,411,83,46,35
58,866,326,141,49,175
59,879,636,44,23,106
18,651,400,2,120,64
39,792,620,57,193,19
60,365,657,5,32,53
45,300,279,33,140,31
57,730,338,4,37,62
60,393,366,66,47,55
17,507,447,64,355,236
33,896,325,16,62,55
16,530,244,9,60,59
60,652,571,53,186,58
56,668,394,37,156,24
24,557,429,184,38,33
55,498,309,54,122,312
26,688,472,33,128,19
54,516,593,36,103,13
9,662,463,154,85,65
57,720,186,31,47,117
30,698,298,64,116,27
3,723,230,82,155,63
5,735,157,57,58,111
31,662,463,87,156,34
53,357,384,54,8,60
10,406,259,55,232,134
16,291,287,10,126,61
56,772,369,87,98,108
3,495,309,111,78,55
5,760,312,19,53,93
56,339,759,60,92,142
33,766,556,16,3,13
46,600,427,49,10,56
3,899,404,77,69,40
60,433,378,13,113,19
35,500,286,48,45,202
37,509,367,62,66,123
52,363,217,54,40,31
10,568,448,88,65,12
7,1016,416,35,59,61
31,198,208,60,1,77
55,527,442,8,81,143
33,1062,688,59,33,40
14,822,297,135,53,134
25,447,231,182,224,123
1,505,316,99,154,62
56,434,686,44,102,67
37,469,486,60,78,80
33,974,543,9,39,4
50,1027,415,151,48,29
62,285,733,126,275,5
15,551,398,80,62,109
64,619,457,9,116,36
47,864,447,37,260,12
53,574,537,120,160,176
47,743,367,143,61,238
31,891,275,35,1,57
1,516,485,36,99,31
6,759,470,99,60,28
8,376,329,26,218,142
6,738,408,91,84,56
23,348,398,26,58,62
4,815,400,15,31,58
20,779,458,40,234,5
51,494,349,68,46,66
55,588,247,34,187,17
17,802,339,104,155,15
25,472,239,175,158,26
57,404,548,70,11,35
30,682,284,59,57,41
13,349,763,37,37,69
53,1190,445,112,50,86
12,279,291,47,303,48
53,493,239,79,66,314
15,329,496,22,21,41
46,256,424,117,147,87
29,430,634,50,55,56
29,579,334,157,133,64
11,728,235,111,88,60
35,441,152,69,39,182
59,845,554,59,89,69
60,719,614,59,66,61
14,601,249,31,63,53
1,798,355,102,37,64
2,504,311,87,7,162
57,614,317,9,57,73
17,678,440,62,41,210
13,735,258,151,157,55
51,523,371,152,58,83
7,581,602,58,433,84
54,582,660,115,69,9
62,495,406,114,114,8
64,643,391,53,115,46
60,511,270,56,143,193
55,695,539,60,18,2
52,651,291,22,51,54
11,461,249,4,258,56
28,605,431,172,105,78
7,586,456,157,57,112
39,534,247,13,59,129
61,558,491,54,250,54
36,554,865,4,233,160
21,477,298,108,61,95
32,629,659,46,80,115
48,345,606,25,75,62
38,672,359,38,32,108
43,441,274,57,3,65
70,405,174,36,4,36
20,686,375,115,162,19
8,417,539,66,63,103
51,584,193,47,52,119
32,827,417,57,60,44
7,509,421,29,42,60
58,437,387,63,21,40
52,235,531,29,182,44
59,354,681,19,4,64
38,212,383,173,171,45
10,310,684,44,20,28
5,593,466,69,64,36
10,495,338,119,92,25
11,568,564,97,98,7
26,577,373,75,33,34
7,742,340,8,94,55
64,552,293,175,61,137
55,274,398,132,69,65
55,682,631,57,56,114
33,593,670,58,56,60
53,565,325,5,247,68
54,579,271,152,157,158
25,399,561,127,60,110
16,397,622,69,15,10
64,396,593,141,65,17
54,625,592,102,112,95
1,401,300,21,113,36
64,654,227,13,215,83
11,625,257,106,102,171
14,656,491,19,49,141
62,1129,952,153,218,207
6,495,646,56,58,62
60,426,501,133,46,58
19,835,443,164,70,56
26,253,337,55,10,29
34,388,548,2,4,11
38,446,545,156,65,2
62,395,336,45,137,256
61,597,402,53,337,66
54,490,217,12,60,10
3,487,285,52,67,29
46,582,269,23,11,83
53,632,518,126,14,24
44,1215,458,6,513,107
41,310,256,19,5,136
42,739,518,56,170,55
61,350,311,11,53,161
64,581,603,26,59,61
1,853,134,6,61,64
26,310,327,110,19,49
55,754,254,160,184,44
61,311,246,139,26,66
21,747,411,20,140,101
49,639,336,61,66,63
23,1001,341,1,90,138
59,466,400,33,55,70
54,585,261,54,159,61
62,570,543,58,62,33
24,566,537,3,90,27
17,556,305,12,59,1
60,388,297,19,62,63
16,428,575,38,38,28
33,731,534,2,271,39
15,594,238,139,69,96
37,937,342,58,120,148
27,439,332,24,21,26
55,411,298,55,24,78
56,606,223,10,59,57
15,666,432,69,151,17
2,220,385,2,74,62
13,802,301,38,51,21
11,956,399,100,36,5
7,1019,471,55,78,109
44,527,488,59,226,14
56,678,568,77,50,97
19,507,436,4,60,34
16,851,455,171,231,63
14,560,489,76,142,31
53,493,440,111,530,24
59,466,533,55,264,6
39,650,424,30,294,52
61,842,343,60,209,72
37,346,376,164,42,22
4,486,292,116,113,66
60,757,350,84,8,117
23,316,348,94,34,33
14,1100,533,19,211,52
62,693,460,20,173,2
29,417,416,11,217,126
64,570,265,6,50,105
54,663,256,5,71,61
39,759,660,66,54,5
1,670,200,105,34,19
48,482,660,122,166,27
7,503,294,58,42,5
4,513,479,67,32,13
57,879,341,3,132,215
58,309,184,71,434,17
33,873,379,125,64,136
57,560,473,58,65,101
39,418,407,80,84,12
58,819,253,63,56,33
33,650,429,11,122,12
49,649,575,59,141,53
30,884,437,57,26,80
2,523,304,1,44,103
9,556,638,21,478,80
58,997,518,71,163,56
27,484,333,27,398,144
61,341,464,27,129,64
30,751,464,140,52,36
23,371,342,67,46,11
62,612,480,121,69,8
5,309,574,34,239,107
22,548,377,55,98,47
58,546,434,133,2,57
27,550,165,21,107,112
23,284,347,53,55,6
19,362,255,12,12,24
60,994,296,84,13,5
18,908,503,56,23,34
56,293,435,52,142,28
19,586,371,25,28,45
23,856,202,6,65,145
30,465,658,31,129,83
11,358,532,11,45,67
62,758,290,7,31,185
58,543,552,60,56,201
42,621,412,17,14,110
9,1043,506,4,169,13
17,1040,396,46,54,57
60,561,198,62,47,34
6,478,284,74,233,29
51,446,384,118,97,34
19,261,311,22,533,107
35,835,259,51,24,135
11,477,607,37,68,337
63,560,368,3,17,33
9,969,562,44,39,48
61,695,355,87,111,118
13,578,411,16,85,106
60,536,450,157,207,106
28,1037,265,82,90,34
53,311,318,37,58,173
13,608,279,62,77,278
68,543,471,76,350,21
43,625,277,55,22,13
6,361,365,92,11,29
3,299,326,163,117,56
59,400,448,160,76,24
36,592,544,11,172,8
38,787,280,53,63,3
21,320,396,28,25,30
10,679,263,55,56,45
58,618,332,71,29,50
58,1098,231,120,45,66
62,650,488,23,120,165
3,447,302,110,124,173
12,409,321,92,61,137
57,780,556,180,217,74
17,258,449,74,59,85
56,729,566,93,13,70
46,739,575,56,63,58
64,583,586,4,108,116
2,781,332,154,72,9
9,374,351,76,16,59
56,867,404,75,66,33
17,738,225,179,59,117
15,627,310,59,147,58
50,540,368,151,21,43
2,446,306,196,127,52
55,709,207,47,156,80
56,156,499,26,63,63
58,365,395,69,173,159
33,722,336,57,139,116
11,358,496,52,74,17
24,881,297,24,102,63
59,631,323,88,54,53
63,952,290,2,111,66
40,519,469,46,121,98
57,443,521,69,286,51
8,351,338,41,15,59
59,318,265,6,123,114
21,546,272,81,44,51
60,962,543,106,10,54
57,363,338,30,168,53
61,609,453,112,108,22
10,357,345,35,53,49
30,752,235,175,271,83
22,610,310,107,174,45
58,969,456,64,65,86
25,523,272,19,52,123
56,561,364,53,328,103
22,416,316,31,60,57
24,437,392,62,291,54
8,394,374,55,386,232
15,501,321,165,100,48
13,287,356,72,61,22
2,734,365,55,144,29
44,451,558,59,237,159
58,823,259,58,124,96
23,579,307,24,55,98
11,607,312,33,218,158
27,447,266,156,56,251
10,708,435,57,51,107
59,531,196,100,17,114
16,314,304,18,54,82
19,888,274,13,44,123
55,391,348,65,271,258
24,550,303,117,58,58
1,737,467,27,381,125
51,494,445,63,232,61
52,720,515,111,150,116
64,399,351,34,97,45
59,385,474,60,56,91
67,1004,476,134,155,102
18,520,528,61,10,41
7,689,369,108,151,53
57,502,423,55,22,55
20,747,222,93,15,119
59,428,338,142,59,93
2,468,514,13,61,137
39,764,358,56,133,66
20,598,422,40,99,19
44,686,378,19,11,74
54,743,325,202,403,117
58,965,373,124,130,59
44,571,269,31,106,194
61,663,414,12,39,84
66,588,308,61,26,16
14,395,326,77,86,90
24,472,425,143,39,25
61,519,374,40,61,57
60,820,489,134,8,35
62,391,348,123,239,76
56,317,253,62,60,106
46,750,511,67,120,113
23,677,382,80,5,80
2,818,407,4,41,112
56,764,403,29,44,182
53,651,566,5,193,76
55,686,605,109,51,11
42,797,265,36,130,23
7,728,418,12,129,72
69,426,420,176,167,120
17,357,443,157,113,66
55,722,382,83,39,47
53,775,549,57,57,53
22,389,525,31,135,11
38,307,477,28,290,58
58,310,444,142,57,90
15,504,194,56,56,84
52,775,383,62,183,93
56,692,521,58,128,112
5,636,487,5,117,86
13,684,519,66,289,13
38,297,442,17,73,56
47,626,359,15,55,55
55,451,183,26,99,54
49,439,517,35,58,105
62,499,558,41,63,4
11,525,399,69,161,26
1,596,357,86,16,101
53,256,400,48,53,60
56,306,394,169,23,124
55,380,661,186,33,39
58,604,423,88,127,28
7,507,580,56,158,136
8,739,405,64,14,136
58,802,498,60,263,55
4,826,443,182,22,60
17,536,503,70,159,58
20,406,535,61,91,61
18,687,568,53,101,19
56,463,417,64,82,14
57,332,271,162,28,63
56,442,320,74,55,10
12,766,291,178,66,24
52,342,332,33,24,38
41,752,603,55,90,99
20,570,464,83,77,28
32,825,276,84,29,68
10,495,443,9,86,56
57,825,228,8,123,81
2,554,205,46,56,77
36,488,583,171,151,41
55,733,210,23,132,55
40,469,308,2,123,66
3,814,393,54,103,54
54,273,375,56,16,79
58,679,441,78,61,63
54,430,226,112,225,13
36,495,391,129,59,196
32,869,329,54,125,125
56,746,359,160,36,93
52,615,366,96,247,83
20,696,424,115,16,40
15,768,472,62,8,56
24,324,544,108,224,57
27,742,212,65,59,41
17,736,291,36,182,111
16,529,713,19,49,53
42,777,539,103,38,73
57,737,302,119,52,65
8,856,389,44,190,32
60,629,357,60,23,87
34,353,482,40,117,35
56,232,379,44,66,38
51,607,422,64,6,55
27,741,416,45,123,20
56,683,445,28,149,60
4,336,224,36,129,11
51,648,623,25,15,72
60,372,287,7,264,56
9,453,611,34,124,52
16,354,600,55,19,61
58,471,177,137,136,109
21,436,263,65,169,138
23,204,176,114,134,61
36,731,457,60,291,6
52,590,671,68,31,14
54,487,416,158,40,145
64,540,406,111,132,38
57,677,296,10,55,90
60,749,220,17,108,125
16,485,555,95,53,50
37,459,354,36,76,54
52,626,502,83,106,72
5,618,315,171,88,55
34,843,405,142,48,48
19,449,281,168,18,19
43,500,437,40,55,48
17,565,446,62,356,211
8,607,434,58,27,5
5,578,248,56,64,60
47,562,436,29,116,126
37,732,519,11,254,165
19,705,343,2,59,66
57,552,446,198,363,70
4,890,562,59,364,6
62,702,366,66,41,11
13,712,500,10,129,57
64,845,788,29,28,117
56,309,317,83,65,34
8,688,374,24,140,152
63,835,395,107,356,52
56,857,314,136,75,68
12,370,461,55,62,57
23,524,479,154,13,58
22,717,435,8,136,7
18,1223,440,61,93,55
23,573,695,64,65,56
6,528,302,49,134,26
29,599,323,44,94,6
35,704,283,66,231,185
17,221,210,101,235,134
59,401,278,63,2,40
46,547,454,138,152,222
51,496,549,70,61,34
60,466,250,61,115,40
5,815,206,33,449,20
16,1152,248,27,13,97
6,472,294,1,92,1
12,326,176,63,70,54
28,634,484,28,57,123
63,574,397,39,169,83
57,548,399,96,1,90
57,523,381,148,83,79
60,665,341,26,50,61
28,645,525,78,105,129
14,629,468,57,234,21
54,363,143,17,49,210
61,986,291,62,34,7
64,596,546,21,36,43
46,694,357,5,100,103
59,561,364,109,17,219
54,565,164,14,57,32
58,473,381,97,72,136
42,405,314,34,74,65
52,813,246,63,4,139
35,304,209,31,26,67
62,690,243,24,88,35
55,607,409,6,120,36
60,940,262,52,357,8
24,665,408,72,174,105
60,590,374,22,56,104
2,513,704,66,85,16
7,453,303,117,119,57
6,730,262,33,45,4
35,806,473,52,55,282
28,663,437,2,51,64
68,768,345,126,109,7
63,757,273,105,51,54
56,518,368,61,138,8
10,352,450,5,190,53
20,345,564,19,170,113
12,1400,679,27,19,64
31,404,242,5,52,11
8,456,419,13,321,80
66,431,468,166,101,61
59,494,319,50,68,43
9,601,492,17,60,51
55,365,523,136,127,3
12,508,503,101,55,104
65,397,468,12,15,116
4,468,203,33,179,62
48,565,435,12,59,115
52,582,397,53,60,138
62,567,269,80,244,12
28,630,566,103,30,66
1,1202,503,80,21,83
65,356,345,56,63,5
52,143,344,144,59,61
55,535,289,64,66,23
54,730,348,36,15,58
64,868,363,11,173,85
52,482,546,8,198,18
16,1296,439,107,51,73
28,603,179,47,278,11
57,620,234,57,212,17
55,563,472,112,58,49
7,619,369,6,108,51
60,592,425,24,73,53
4,557,524,5,358,54
53,181,681,34,24,64
65,758,517,28,57,71
58,639,376,45,96,21
23,699,402,145,35,67
58,422,309,83,27,151
47,519,152,67,41,40
35,723,407,185,106,9
3,480,317,158,35,42
28,692,185,45,23,108
4,677,334,110,93,58
25,421,463,13,73,126
59,655,504,57,161,55
13,526,556,34,75,10
16,508,334,29,53,53
6,513,199,34,89,48
2,788,424,107,58,189
38,750,281,135,17,3
58,891,284,150,64,90
41,967,265,188,21,81
64,699,434,33,1,120
24,909,450,48,6,115
34,487,310,118,79,129
61,526,427,106,247,102
19,528,481,106,57,29
59,712,518,34,82,36
57,382,425,173,51,32
34,499,259,1,116,18
62,395,505,187,240,59
49,752,378,91,50,134
8,723,551,21,52,43
54,608,558,13,29,14
25,517,209,29,79,2
